Time_sec,X_2d_X,X_2d_Y,PupilDiameter,GazeOrigin_X,GazeOrigin_Y,GazeOrigin_Z,GazeDirection_X,GazeDirection_Y,GazeDirection_Z,CameraDirection_X,CameraDirection_Y,CameraDirection_Z,CameraOrigin_X,CameraOrigin_Y,CameraOrigin_Z
2.051526,0.4340858,0.4071966,3.661942,2732.245,-57.32669,62.57014,-0.9652399,0.1513717,0.2130693,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.068763,0.4084324,0.4842852,3.668671,2732.238,-57.35337,62.55575,-0.9841929,0.06355297,0.1653038,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.085403,0.3924142,0.5721855,3.682861,2732.233,-57.38379,62.54696,-0.9901699,-0.03575707,0.1352219,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.101445,0.3914651,0.5693607,3.667145,2732.233,-57.38282,62.5464,-0.9905302,-0.03258235,0.1333725,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.118683,0.3894458,0.57885,3.673782,2732.233,-57.3861,62.54528,-0.9906368,-0.04315918,0.129522,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.135322,0.3888496,0.5770356,3.672874,2732.232,-57.38548,62.54494,-0.9908684,-0.04113805,0.1284034,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.151364,0.3863155,0.5771267,3.657234,2732.232,-57.38551,62.54347,-0.9914889,-0.04118136,0.1235068,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.168602,0.3871486,0.5723141,3.649307,2732.232,-57.38384,62.54393,-0.9914976,-0.03583333,0.1250937,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.185241,0.3889652,0.5743292,3.661995,2732.233,-57.38454,62.54498,-0.9909661,-0.03810221,0.1285865,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.201283,0.3934515,0.5744286,3.671852,2732.234,-57.38457,62.54758,-0.9897912,-0.03829644,0.1372842,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.218521,0.3895156,0.5710678,3.688042,2732.233,-57.38341,62.54528,-0.9909647,-0.03446354,0.1296195,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.235161,0.384847,0.5707998,3.674553,2732.232,-57.38332,62.54259,-0.992107,-0.03410824,0.1206666,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
2.251202,0.388552,0.5725101,3.68631,2732.232,-57.38391,62.54474,-0.9911437,-0.03606986,0.1278015,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
